Latitude,Longitude,LocationTime,ShipmentNumber
53.152357,-1.327616,03/02/2021 15:33,SEZHUK-210202-001013
53.100164,-1.321748,03/02/2021 15:33,SEZHUK-210202-001013
53.079423,-1.293281,03/02/2021 15:33,SEZHUK-210202-001013
53.059196,-1.263674,03/02/2021 15:33,SEZHUK-210202-001013
53.033211,-1.248709,03/02/2021 15:33,SEZHUK-210202-001013
53.007701,-1.235864,03/02/2021 15:33,SEZHUK-210202-001013
52.983756,-1.243,03/02/2021 15:33,SEZHUK-210202-001013
52.961287,-1.268265,03/02/2021 15:33,SEZHUK-210202-001013
52.936958,-1.290758,03/02/2021 15:33,SEZHUK-210202-001013
52.911647,-1.299683,03/02/2021 15:33,SEZHUK-210202-001013
52.860299,-1.302029,03/02/2021 15:34,SEZHUK-210202-001013
52.833892,-1.297551,03/02/2021 15:34,SEZHUK-210202-001013
52.797767,-1.354336,03/02/2021 15:34,SEZHUK-210202-001013
52.794661,-1.397686,03/02/2021 15:34,SEZHUK-210202-001013
52.772655,-1.422755,03/02/2021 15:34,SEZHUK-210202-001013
52.730458,-1.47699,03/02/2021 15:39,SEZHUK-210202-001013
52.712256,-1.509454,03/02/2021 15:39,SEZHUK-210202-001013
52.672122,-1.561845,03/02/2021 15:39,SEZHUK-210202-001013
52.651123,-1.589743,03/02/2021 15:39,SEZHUK-210202-001013
52.630467,-1.617334,03/02/2021 15:39,SEZHUK-210202-001013
52.606609,-1.638463,03/02/2021 15:39,SEZHUK-210202-001013
52.584494,-1.662574,03/02/2021 15:39,SEZHUK-210202-001013
52.56918,-1.695268,03/02/2021 15:39,SEZHUK-210202-001013
52.520919,-1.726883,03/02/2021 15:39,SEZHUK-210202-001013
52.496372,-1.716349,03/02/2021 15:39,SEZHUK-210202-001013
52.47197,-1.711254,03/02/2021 15:39,SEZHUK-210202-001013
52.445236,-1.709744,03/02/2021 15:39,SEZHUK-210202-001013
52.420205,-1.7222,03/02/2021 15:39,SEZHUK-210202-001013
52.403796,-1.753504,03/02/2021 15:39,SEZHUK-210202-001013
52.386898,-1.779259,03/02/2021 15:39,SEZHUK-210202-001013
52.366061,-1.799693,03/02/2021 15:52,SEZHUK-210202-001013
52.351497,-1.86256,03/02/2021 15:52,SEZHUK-210202-001013
52.354755,-1.905443,03/02/2021 15:52,SEZHUK-210202-001013
52.361734,-1.947202,03/02/2021 15:52,SEZHUK-210202-001013
52.356226,-2.032669,04/02/2021 06:32,SEZHUK-210202-001013
52.34835,-2.07381,04/02/2021 06:32,SEZHUK-210202-001013
52.300004,-2.113708,04/02/2021 06:32,SEZHUK-210202-001013
52.274433,-2.121902,04/02/2021 06:32,SEZHUK-210202-001013
52.225897,-2.14376,04/02/2021 06:34,SEZHUK-210202-001013
52.20604,-2.160993,04/02/2021 06:38,SEZHUK-210202-001013
52.180228,-2.172303,04/02/2021 06:38,SEZHUK-210202-001013
52.155315,-2.190368,04/02/2021 06:38,SEZHUK-210202-001013
52.10315,-2.189446,04/02/2021 06:38,SEZHUK-210202-001013
52.079583,-2.170504,04/02/2021 06:40,SEZHUK-210202-001013
52.059344,-2.145241,04/02/2021 06:40,SEZHUK-210202-001013
52.05859,-2.140464,04/02/2021 06:42,SEZHUK-210202-001013
52.058482,-2.139506,04/02/2021 06:49,SEZHUK-210202-001013
52.058451,-2.139486,04/02/2021 06:51,SEZHUK-210202-001013
52.058255,-2.139445,04/02/2021 06:52,SEZHUK-210202-001013
52.058402,-2.139482,04/02/2021 06:58,SEZHUK-210202-001013
52.058383,-2.139453,04/02/2021 06:59,SEZHUK-210202-001013
53.542414,-1.028339,04/02/2021 07:00,SEZHUK-210202-001013
52.058373,-2.139457,04/02/2021 07:06,SEZHUK-210202-001013
52.055023,-2.139415,04/02/2021 07:06,SEZHUK-210202-001013
52.008427,-2.121245,04/02/2021 07:07,SEZHUK-210202-001013
51.981458,-2.125869,04/02/2021 07:07,SEZHUK-210202-001013
51.954526,-2.127197,04/02/2021 07:07,SEZHUK-210202-001013
51.904637,-2.151737,04/02/2021 07:07,SEZHUK-210202-001013
51.87754,-2.151444,04/02/2021 07:08,SEZHUK-210202-001013
51.855743,-2.176283,04/02/2021 07:08,SEZHUK-210202-001013
51.834398,-2.203003,04/02/2021 07:08,SEZHUK-210202-001013
51.803037,-2.271444,04/02/2021 07:08,SEZHUK-210202-001013
51.785384,-2.301963,04/02/2021 07:10,SEZHUK-210202-001013
51.761013,-2.320812,04/02/2021 07:10,SEZHUK-210202-001013
51.717698,-2.368384,04/02/2021 08:06,SEZHUK-210202-001013
51.696132,-2.393457,04/02/2021 08:06,SEZHUK-210202-001013
51.670305,-2.407621,04/02/2021 08:06,SEZHUK-210202-001013
51.628167,-2.459069,04/02/2021 08:06,SEZHUK-210202-001013
